File name	m013_cohortA_BEEG02_day1.kcd
Result analysis file name	m013_cohortA_BEEG02_day1_2p.raf
Subject	m013_cohortA_01_29_2
Gender	
Age
Memo
Free comment 1	Patient identificati	
Free comment 2	Recording identifica	
Free comment 3	Start time	01/30/2021 13:10:15
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time	Epoch No.	Stage		
1/30/2021 13:42:59	491	W	0	
1/30/2021 13:43:03	492	W	0	
1/30/2021 13:43:07	493	W	0	
1/30/2021 13:43:11	494	W	0	
1/30/2021 13:43:15	495	W	0	
1/30/2021 13:43:19	496	W	0	
1/30/2021 13:43:23	497	W	0	
1/30/2021 13:43:27	498	W	0	
1/30/2021 13:43:31	499	W	0	
1/30/2021 13:43:35	500	W	0	
1/30/2021 13:43:39	501	W	0	
1/30/2021 13:43:43	502	W	0	
1/30/2021 13:43:47	503	W	0	
1/30/2021 13:43:51	504	W	0	
1/30/2021 13:43:55	505	W	0	
1/30/2021 13:43:59	506	W	0	
1/30/2021 13:44:03	507	W	0	
1/30/2021 13:44:07	508	W	0	
1/30/2021 13:44:11	509	W	0	
1/30/2021 13:44:15	510	W	0	
1/30/2021 13:44:19	511	W	0	
1/30/2021 13:44:23	512	W	0	
1/30/2021 13:44:27	513	W	0	
1/30/2021 13:44:31	514	W	0	
1/30/2021 13:44:35	515	W	0	
1/30/2021 13:44:39	516	W	0	
1/30/2021 13:44:43	517	W	0	
1/30/2021 13:44:47	518	W	0	
1/30/2021 13:44:51	519	W	0	
1/30/2021 13:44:55	520	W	0	
1/30/2021 13:44:59	521	W	0	
1/30/2021 13:45:03	522	W	0	
1/30/2021 13:45:07	523	W	0	
1/30/2021 13:45:11	524	W	0	
1/30/2021 13:45:15	525	W	0	
1/30/2021 13:45:19	526	W	0	
1/30/2021 13:45:23	527	W	0	
1/30/2021 13:45:27	528	W	0	
1/30/2021 13:45:31	529	W	0	
1/30/2021 13:45:35	530	W	0	
1/30/2021 13:45:39	531	W	0	
1/30/2021 13:45:43	532	W	0	
1/30/2021 13:45:47	533	W	0	
1/30/2021 13:45:51	534	W	0	
1/30/2021 13:45:55	535	W	0	
1/30/2021 13:45:59	536	W	0	
1/30/2021 13:46:03	537	W	0	
1/30/2021 13:46:07	538	W	0	
1/30/2021 13:46:11	539	W	0	
1/30/2021 13:46:15	540	W	0	
1/30/2021 13:46:19	541	W	0	
1/30/2021 13:46:23	542	W	0	
1/30/2021 13:46:27	543	W	0	
1/30/2021 13:46:31	544	W	0	
1/30/2021 13:46:35	545	W	0	
1/30/2021 13:46:39	546	W	0	
1/30/2021 13:46:43	547	W	0	
1/30/2021 13:46:47	548	W	0	
1/30/2021 13:46:51	549	W	0	
1/30/2021 13:46:55	550	W	0	
1/30/2021 13:46:59	551	W	0	
1/30/2021 13:47:03	552	W	0	
1/30/2021 13:47:07	553	W	0	
1/30/2021 13:47:11	554	W	0	
1/30/2021 13:47:15	555	W	0	
1/30/2021 13:47:19	556	W	0	
1/30/2021 13:47:23	557	W	0	
1/30/2021 13:47:27	558	W	0	
1/30/2021 13:47:31	559	W	0	
1/30/2021 13:47:35	560	W	0	
1/30/2021 13:47:39	561	W	0	
1/30/2021 13:47:43	562	W	0	
1/30/2021 13:47:47	563	W	0	
1/30/2021 13:47:51	564	W	0	
1/30/2021 13:47:55	565	W	0	
1/30/2021 13:47:59	566	W	0	
1/30/2021 13:48:03	567	W	0	
1/30/2021 13:48:07	568	W	0	
1/30/2021 13:48:11	569	W	0	
1/30/2021 13:48:15	570	W	0	
1/30/2021 13:48:19	571	W	0	
1/30/2021 13:48:23	572	W	0	
1/30/2021 13:48:27	573	W	0	
1/30/2021 13:48:31	574	W	0	
1/30/2021 13:48:35	575	W	0	
1/30/2021 13:48:39	576	W	0	
1/30/2021 13:48:43	577	W	0	
1/30/2021 13:48:47	578	W	0	
1/30/2021 13:48:51	579	W	0	
1/30/2021 13:48:55	580	W	0	
1/30/2021 13:48:59	581	W	0	
1/30/2021 13:49:03	582	W	0	
1/30/2021 13:49:07	583	W	0	
1/30/2021 13:49:11	584	W	0	
1/30/2021 13:49:15	585	W	0	
1/30/2021 13:49:19	586	W	0	
1/30/2021 13:49:23	587	W	0	
1/30/2021 13:49:27	588	W	0	
1/30/2021 13:49:31	589	W	0	
1/30/2021 13:49:35	590	W	0	
1/30/2021 13:49:39	591	W	0	
1/30/2021 13:49:43	592	W	0	
1/30/2021 13:49:47	593	W	0	
1/30/2021 13:49:51	594	W	0	
1/30/2021 13:49:55	595	W	0	
1/30/2021 13:49:59	596	W	0	
